0.5037,0.7664,-0.0716
0.5010,0.6986,-0.1904
0.5016,0.7175,-0.0903
0.4704,0.5958,-0.1604
0.5010,0.6693,-0.2078
0.5008,0.6275,-0.2004
0.5013,0.5248,-0.1232
0.2444,0.5036,0.0165
0.5017,0.4513,-0.1120
0.5021,0.4119,-0.1278
0.5050,0.2646,-0.1228
0.5040,0.7779,-0.0640
0.5040,0.7844,-0.0510
0.5039,0.7846,-0.0344
0.5046,0.7884,-0.0331
0.5047,0.7981,-0.0374
0.5047,0.8104,-0.0444
0.5044,0.8245,-0.0395
0.5035,0.8510,-0.0047
0.5008,0.7114,-0.1693
0.4657,0.7042,-0.1193
0.1118,0.3833,0.1592
0.3506,0.5300,-0.0157
0.3144,0.5310,-0.0129
0.2791,0.5287,-0.0032
0.2305,0.5124,0.0251
0.3800,0.5245,-0.0123
0.2991,0.4650,-0.0410
0.3371,0.4671,-0.0405
0.2638,0.4681,-0.0277
0.2401,0.4761,-0.0119
0.2007,0.5280,0.0470
0.3713,0.8939,0.0526
0.2307,0.4969,0.0274
0.0958,0.5062,0.2041
0.1598,0.5080,0.0788
0.3150,0.6459,-0.0253
0.4542,0.7607,-0.0694
0.4586,0.7817,-0.0462
0.4035,0.7618,-0.0460
0.3713,0.7641,-0.0150
0.4215,0.7785,-0.0307
0.3927,0.7757,-0.0026
0.3330,0.7942,0.0514
0.4701,0.6968,-0.1879
0.4663,0.6677,-0.2041
0.1810,0.4425,-0.0084
0.3922,0.5801,-0.0438
0.3832,0.6737,-0.1008
0.3820,0.6565,-0.0922
0.2034,0.6340,0.0211
0.4681,0.6292,-0.1896
0.2658,0.4168,-0.0749
0.2157,0.4245,-0.0454
0.1449,0.3357,0.0774
0.4246,0.4435,-0.1020
0.3705,0.4758,-0.0283
0.3006,0.7682,0.0542
0.1413,0.7564,0.3636
0.4085,0.6902,-0.0839
0.4399,0.7005,-0.0833
0.3345,0.7664,0.0540
0.3506,0.7676,0.0446
0.1945,0.4033,-0.0326
0.3807,0.6818,-0.0780
0.3338,0.4208,-0.0948
0.3267,0.3958,-0.1082
0.2900,0.2746,-0.0744
0.1703,0.3688,0.0138
0.3124,0.3335,-0.0941
0.1584,0.4270,0.0187
0.1349,0.4068,0.0839
0.4557,0.7740,-0.0612
0.4138,0.7727,-0.0391
0.3824,0.7704,-0.0114
0.4172,0.6942,-0.0748
0.3424,0.7668,0.0492
0.3624,0.7758,0.0278
0.3550,0.7678,0.0436
0.4292,0.6895,-0.1369
0.3989,0.7726,0.0035
0.4280,0.7773,-0.0154
0.4627,0.7821,-0.0300
0.4543,0.8497,-0.0017
0.4580,0.8216,-0.0360
0.4595,0.8063,-0.0408
0.4610,0.7946,-0.0332
0.4635,0.7866,-0.0282
0.3968,0.7774,0.0057
0.3920,0.7797,0.0005
0.3859,0.7857,-0.0032
0.3805,0.7943,0.0050
0.3400,0.7383,-0.0102
0.1010,0.6215,0.3833
0.5010,0.7140,-0.1187
0.3777,0.7740,0.0286
0.3704,0.7737,0.0260
0.4534,0.7134,-0.0811
0.3920,0.6959,-0.0471
0.4468,0.7074,-0.0835
0.3537,0.5932,-0.0276
0.2923,0.6079,-0.0138
0.3751,0.6655,-0.0689
0.2007,0.2984,-0.0039
0.2261,0.3429,-0.0442
0.2518,0.3917,-0.0747
0.3648,0.8162,0.0331
0.4128,0.4044,-0.1245
0.4017,0.3342,-0.1214
0.3882,0.2648,-0.1138
0.2482,0.5227,0.0118
0.1609,0.5454,0.0708
0.3981,0.5185,-0.0090
0.1995,0.4797,0.0201
0.4180,0.5642,-0.0602
0.4065,0.6698,-0.1387
0.1234,0.5617,0.1159
0.1855,0.5654,0.0427
0.2322,0.5775,0.0120
0.3024,0.5770,-0.0047
0.3543,0.5686,-0.0148
0.3915,0.5577,-0.0272
0.4668,0.5309,-0.1080
0.1255,0.6185,0.1190
0.1685,0.4728,0.0349
0.4821,0.7095,-0.1675
0.3945,0.6097,-0.0538
0.0883,0.4979,0.3235
0.4192,0.5446,-0.0363
0.3712,0.6639,-0.0317
0.2196,0.4981,0.0351
0.4059,0.6484,-0.1281
0.1152,0.6880,0.3828
0.3967,0.5083,-0.0031
0.4366,0.6363,-0.1661
0.2162,0.8254,0.1824
0.2252,0.8536,0.2547
0.0975,0.6225,0.2510
0.1666,0.7890,0.2201
0.1144,0.4522,0.1529
0.3678,0.9195,0.0795
0.4860,0.7124,-0.1164
0.3607,0.6265,-0.0364
0.1290,0.5109,0.1153
0.2822,0.5127,-0.0036
0.3141,0.5156,-0.0121
0.3545,0.7801,0.0347
0.1299,0.6736,0.1442
0.4326,0.9531,0.0957
0.3306,0.9160,0.1646
0.2835,0.8904,0.2046
0.5037,0.3380,-0.1290
