0.4906,0.7565,-0.0971
0.4812,0.6812,-0.1731
0.4866,0.7054,-0.0931
0.4502,0.5913,-0.1224
0.4785,0.6533,-0.1827
0.4765,0.6163,-0.1677
0.4741,0.5286,-0.0759
0.2598,0.5321,0.0693
0.4704,0.4731,-0.0507
0.4673,0.4390,-0.0546
0.4589,0.3048,-0.0066
0.4918,0.7683,-0.0938
0.4932,0.7765,-0.0837
0.4945,0.7792,-0.0697
0.4958,0.7862,-0.0696
0.4963,0.7950,-0.0760
0.4972,0.8068,-0.0842
0.4987,0.8204,-0.0817
0.5026,0.8475,-0.0527
0.4831,0.6950,-0.1572
0.4556,0.6932,-0.1120
0.1342,0.4429,0.2378
0.3496,0.5490,0.0308
0.3188,0.5523,0.0342
0.2890,0.5529,0.0442
0.2488,0.5432,0.0738
0.3751,0.5416,0.0319
0.3045,0.4971,0.0225
0.3359,0.4955,0.0213
0.2758,0.5024,0.0338
0.2566,0.5104,0.0482
0.2220,0.5610,0.0897
0.3908,0.9002,-0.0141
0.2491,0.5281,0.0803
0.1276,0.5559,0.2420
0.1843,0.5479,0.1252
0.3321,0.6589,-0.0100
0.4531,0.7546,-0.0904
0.4619,0.7775,-0.0770
0.4165,0.7642,-0.0704
0.3944,0.7762,-0.0470
0.4355,0.7806,-0.0631
0.4153,0.7851,-0.0412
0.3640,0.8167,-0.0034
0.4548,0.6817,-0.1690
0.4487,0.6546,-0.1773
0.2010,0.4898,0.0613
0.3901,0.5909,-0.0137
0.3867,0.6742,-0.0833
0.3851,0.6592,-0.0723
0.2378,0.6599,0.0356
0.4491,0.6204,-0.1555
0.2734,0.4606,-0.0003
0.2302,0.4715,0.0273
0.1607,0.3947,0.1742
0.4097,0.4712,-0.0357
0.3651,0.4995,0.0297
0.3370,0.7955,0.0089
0.1811,0.8013,0.3036
0.4108,0.6883,-0.0728
0.4368,0.6947,-0.0810
0.3731,0.7935,0.0039
0.3868,0.7907,-0.0056
0.2101,0.4551,0.0465
0.3875,0.6844,-0.0663
0.3324,0.4585,-0.0213
0.3231,0.4368,-0.0257
0.2795,0.3270,0.0449
0.1856,0.4229,0.1019
0.3035,0.3783,0.0075
0.1799,0.4787,0.0927
0.1565,0.4613,0.1610
0.4569,0.7685,-0.0874
0.4272,0.7748,-0.0685
0.4051,0.7812,-0.0472
0.4191,0.6917,-0.0685
0.3802,0.7924,-0.0010
0.3931,0.7945,-0.0238
0.3899,0.7895,-0.0071
0.4243,0.6820,-0.1182
0.4215,0.7829,-0.0364
0.4421,0.7807,-0.0512
0.4668,0.7800,-0.0638
0.4636,0.8492,-0.0500
0.4633,0.8206,-0.0774
0.4636,0.8059,-0.0792
0.4644,0.7945,-0.0701
0.4663,0.7869,-0.0635
0.4186,0.7887,-0.0366
0.4146,0.7913,-0.0428
0.4093,0.7975,-0.0486
0.4044,0.8063,-0.0435
0.3639,0.7506,-0.0338
0.1385,0.6736,0.3663
0.4848,0.6995,-0.1153
0.4053,0.7899,-0.0198
0.3994,0.7910,-0.0236
0.4483,0.7056,-0.0827
0.4005,0.6989,-0.0449
0.4427,0.7005,-0.0827
0.3590,0.6074,-0.0018
0.3090,0.6265,0.0083
0.3815,0.6702,-0.0543
0.2062,0.3554,0.1051
0.2324,0.3944,0.0523
0.2592,0.4395,0.0094
0.3898,0.8299,-0.0223
0.3951,0.4372,-0.0462
0.3775,0.3717,-0.0204
0.3608,0.3116,0.0068
0.2635,0.5503,0.0596
0.1880,0.5813,0.1082
0.3910,0.5342,0.0361
0.2192,0.5178,0.0779
0.4098,0.5728,-0.0260
0.4036,0.6657,-0.1159
0.1555,0.6015,0.1445
0.2113,0.5976,0.0765
0.2531,0.6047,0.0438
0.3132,0.5979,0.0251
0.3567,0.5852,0.0166
0.3882,0.5715,0.0063
0.4458,0.5366,-0.0613
0.1646,0.6559,0.1311
0.1905,0.5161,0.0955
0.4671,0.6942,-0.1544
0.3941,0.6173,-0.0285
0.1216,0.5561,0.3527
0.4108,0.5562,0.0012
0.3803,0.6714,-0.0212
0.2389,0.5314,0.0869
0.4027,0.6472,-0.1024
0.1534,0.7369,0.3437
0.3901,0.5244,0.0458
0.4248,0.6311,-0.1347
0.2503,0.8539,0.1205
0.2567,0.8856,0.1762
0.1363,0.6667,0.2497
0.2080,0.8224,0.1670
0.1406,0.5042,0.2114
0.3857,0.9284,0.0029
0.4721,0.6988,-0.1126
0.3682,0.6372,-0.0162
0.1571,0.5542,0.1601
0.2906,0.5365,0.0483
0.3176,0.5372,0.0388
0.3864,0.8002,-0.0184
0.1750,0.7086,0.1357
0.4474,0.9613,0.0056
0.3502,0.9352,0.0800
0.3072,0.9156,0.1221
0.4627,0.3693,-0.0323
0.5149,0.9630,-0.0081
0.3433,0.5348,0.0359
0.3673,0.5299,0.0393
0.3826,0.5270,0.0455
0.1666,0.5118,0.1309
0.3625,0.5107,0.0359
0.3357,0.5070,0.0311
0.3094,0.5073,0.0340
0.2833,0.5126,0.0431
0.2668,0.5194,0.0546
0.1219,0.4932,0.3037
0.2725,0.5344,0.0596
0.4883,0.7208,-0.0862
0.3899,0.7344,-0.0505
0.4091,0.6852,-0.0853
0.4465,0.7240,-0.0818
0.4731,0.4995,-0.0498
0.2963,0.8844,0.0818
0.3393,0.9072,0.0439
0.4424,0.9418,-0.0337
0.2169,0.8509,0.2430
0.3814,0.5183,0.0417
