0.5287,0.7114,-0.0966
0.5330,0.6540,-0.1826
0.5298,0.6749,-0.1023
0.5011,0.5635,-0.1311
0.5326,0.6260,-0.1917
0.5311,0.5892,-0.1753
0.5258,0.5025,-0.0772
0.2870,0.5011,0.0501
0.5232,0.4415,-0.0459
0.5224,0.4063,-0.0481
0.5178,0.2803,-0.0002
0.5286,0.7219,-0.0924
0.5282,0.7288,-0.0839
0.5278,0.7296,-0.0712
0.5268,0.7356,-0.0754
0.5270,0.7421,-0.0837
0.5272,0.7518,-0.0966
0.5272,0.7648,-0.1010
0.5270,0.7969,-0.0835
0.5321,0.6681,-0.1665
0.4953,0.6647,-0.1231
0.1518,0.4085,0.2142
0.3829,0.5214,0.0176
0.3496,0.5228,0.0188
0.3174,0.5212,0.0266
0.2722,0.5097,0.0540
0.4109,0.5159,0.0228
0.3377,0.4627,0.0079
0.3713,0.4636,0.0108
0.3055,0.4667,0.0171
0.2833,0.4750,0.0303
0.2427,0.5244,0.0694
0.4019,0.8532,-0.0443
0.2745,0.4965,0.0611
0.1371,0.5202,0.2164
0.2038,0.5107,0.1037
0.3484,0.6185,-0.0302
0.4774,0.7075,-0.0948
0.4801,0.7277,-0.0798
0.4234,0.7121,-0.0759
0.3878,0.7178,-0.0487
0.4395,0.7270,-0.0651
0.4084,0.7277,-0.0399
0.3549,0.7543,-0.0068
0.5034,0.6537,-0.1802
0.5001,0.6259,-0.1886
0.2282,0.4485,0.0414
0.4232,0.5595,-0.0234
0.4131,0.6386,-0.1008
0.4119,0.6234,-0.0894
0.2413,0.6122,0.0121
0.5007,0.5921,-0.1662
0.3087,0.4193,-0.0115
0.2620,0.4294,0.0125
0.1867,0.3606,0.1545
0.4541,0.4373,-0.0377
0.4018,0.4704,0.0215
0.3223,0.7311,0.0038
0.1628,0.7646,0.2745
0.4369,0.6539,-0.0883
0.4671,0.6619,-0.0925
0.3501,0.7263,0.0074
0.3656,0.7264,0.0006
0.2414,0.4122,0.0308
0.4080,0.6466,-0.0836
0.3713,0.4199,-0.0287
0.3642,0.3977,-0.0335
0.3243,0.2958,0.0354
0.2148,0.3853,0.0851
0.3477,0.3443,0.0002
0.2057,0.4370,0.0710
0.1790,0.4241,0.1393
0.4781,0.7201,-0.0902
0.4328,0.7219,-0.0713
0.3989,0.7232,-0.0468
0.4444,0.6572,-0.0819
0.3575,0.7259,0.0042
0.3789,0.7330,-0.0199
0.3704,0.7278,-0.0008
0.4607,0.6522,-0.1335
0.4139,0.7253,-0.0350
0.4453,0.7263,-0.0531
0.4833,0.7285,-0.0671
0.4795,0.7976,-0.0809
0.4823,0.7643,-0.0968
0.4831,0.7498,-0.0933
0.4838,0.7406,-0.0792
0.4854,0.7352,-0.0711
0.4148,0.7323,-0.0376
0.4107,0.7340,-0.0453
0.4052,0.7391,-0.0528
0.4009,0.7476,-0.0490
0.3633,0.6993,-0.0392
0.1291,0.6391,0.3372
0.5310,0.6723,-0.1243
0.3940,0.7316,-0.0154
0.3866,0.7304,-0.0199
0.4803,0.6723,-0.0955
0.4174,0.6595,-0.0606
0.4738,0.6677,-0.0946
0.3854,0.5724,-0.0156
0.3278,0.5857,-0.0098
0.4030,0.6325,-0.0717
0.2408,0.3218,0.0908
0.2681,0.3574,0.0397
0.2952,0.3978,-0.0030
0.3884,0.7726,-0.0321
0.4423,0.4022,-0.0472
0.4287,0.3413,-0.0211
0.4132,0.2834,0.0044
0.2888,0.5173,0.0406
0.2044,0.5416,0.0855
0.4282,0.5098,0.0281
0.2440,0.4819,0.0584
0.4484,0.5437,-0.0338
0.4392,0.6337,-0.1320
0.1658,0.5612,0.1192
0.2288,0.5551,0.0536
0.2730,0.5617,0.0234
0.3379,0.5602,0.0095
0.3864,0.5524,0.0048
0.4225,0.5417,-0.0020
